"TIME,""GEO"",""SEX"",""ISCED11"",""AGE"",""UNIT"",""Value"""
"2008,""Belgium"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""44,0"""
"2008,""Spain"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""15,9"""
"2008,""Spain"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""51,7"""
"2008,""Spain"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""24,9"""
"2008,""Spain"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""23,4"""
"2008,""France"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"","":"""
"2008,""France"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"","":"""
"2008,""France"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"","":"""
"2008,""France"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"","":"""
"2008,""France"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"","":"""
"2008,""France"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"","":"""
"2008,""France (metropolitan)"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""41,2"""
"2008,""France (metropolitan)"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""41,4"""
"2008,""France (metropolitan)"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""17,4"""
"2008,""France (metropolitan)"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""36,0"""
"2008,""France (metropolitan)"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""42,3"""
"2008,""France (metropolitan)"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""21,7"""
"2008,""Croatia"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""22,8"""
"2008,""Croatia"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""66,8"""
"2008,""Croatia"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""10,4"""
"2008,""Croatia"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""20,5"""
"2008,""Croatia"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""66,9"""
"2008,""Croatia"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""12,6"""
"2008,""Italy"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""53,4"""
"2008,""Italy"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""38,0"""
"2008,""Italy"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""8,6"""
"2008,""Italy"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""41,0"""
"2008,""Italy"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""43,8"""
"2008,""Italy"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""15,2"""
"2008,""Cyprus"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""33,3"""
"2008,""Cyprus"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""40,4"""
"2008,""Cyprus"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""26,4"""
"2008,""Cyprus"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""26,9"""
"2008,""Cyprus"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""38,0"""
"2008,""Cyprus"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""35,1"""
"2008,""Latvia"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""30,0"""
"2008,""Latvia"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""61,3"""
"2008,""Latvia"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""8,7"""
"2008,""Latvia"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""13,3"""
"2008,""Latvia"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""65,0"""
"2008,""Latvia"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""21,7"""
"2008,""Lithuania"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""15,7"""
"2008,""Lithuania"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""71,2"""
"2008,""Lithuania"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"","":"""
"2008,""Lithuania"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"","":"""
"2008,""Lithuania"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""67,5"""
"2008,""Lithuania"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""22,4"""
"2008,""Luxembourg"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""32,6"""
"2008,""Luxembourg"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""55,6"""
"2008,""Luxembourg"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""11,8"""
"2008,""Luxembourg"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""36,5"""
"2008,""Luxembourg"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""44,5"""
"2008,""Luxembourg"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""19,0"""
"2008,""Hungary"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""34,8"""
"2008,""Hungary"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""59,6"""
"2008,""Hungary"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""5,7"""
"2008,""Hungary"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""31,8"""
"2008,""Hungary"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""58,0"""
"2008,""Hungary"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""10,3"""
"2008,""Malta"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""83,9"""
"2008,""Malta"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""12,2"""
"2008,""Malta"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"","":"""
"2008,""Malta"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""79,6"""
"2008,""Malta"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""13,8"""
"2008,""Malta"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"","":"""
"2008,""Netherlands"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""34,5"""
"2008,""Netherlands"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""43,5"""
"2008,""Netherlands"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""21,7"""
"2008,""Netherlands"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""34,7"""
"2008,""Netherlands"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""43,1"""
"2008,""Netherlands"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""21,8"""
"2008,""Austria"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""26,7"""
"2008,""Austria"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""63,7"""
"2008,""Austria"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""9,6"""
"2008,""Austria"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""33,5"""
"2008,""Austria"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""57,2"""
"2008,""Austria"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""9,2"""
"2008,""Poland"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""18,4"""
"2008,""Poland"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""72,3"""
"2008,""Poland"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""9,3"""
"2008,""Poland"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""12,3"""
"2008,""Poland"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""72,1"""
"2008,""Poland"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""15,6"""
"2008,""Portugal"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""76,8"""
"2008,""Portugal"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""14,2"""
"2008,""Portugal"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""9,0"""
"2008,""Portugal"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""65,1"""
"2008,""Portugal"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""16,7"""
"2008,""Portugal"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""18,2"""
"2008,""Romania"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""32,6"""
"2008,""Romania"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""61,8"""
"2008,""Romania"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""5,5"""
"2008,""Romania"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""20,9"""
"2008,""Romania"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""68,3"""
"2008,""Romania"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""10,8"""
"2008,""Slovenia"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""21,5"""
"2008,""Slovenia"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""63,5"""
"2008,""Slovenia"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""14,9"""
"2008,""Slovenia"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""18,4"""
"2008,""Slovenia"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""58,3"""
"2008,""Slovenia"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""23,2"""
"2008,""Slovakia"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""27,9"""
"2008,""Slovakia"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""66,9"""
"2008,""Slovakia"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""5,2"""
"2008,""Slovakia"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""26,0"""
"2008,""Slovakia"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""67,0"""
"2008,""Slovakia"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""7,0"""
"2008,""Finland"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""27,8"""
"2008,""Finland"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""55,6"""
"2008,""Finland"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""16,6"""
"2008,""Finland"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""20,4"""
"2008,""Finland"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""53,0"""
"2008,""Finland"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""26,6"""
"2008,""Sweden"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""28,4"""
"2008,""Sweden"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""50,5"""
"2008,""Sweden"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""20,3"""
"2008,""Sweden"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""26,0"""
"2008,""Sweden"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""49,0"""
"2008,""Sweden"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""24,3"""
"2008,""United Kingdom"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""36,6"""
"2008,""United Kingdom"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""44,5"""
"2008,""United Kingdom"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""18,0"""
"2008,""United Kingdom"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""34,6"""
"2008,""United Kingdom"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""41,9"""
"2008,""United Kingdom"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""22,9"""
"2008,""Iceland"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""52,1"""
"2008,""Iceland"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""30,5"""
"2008,""Iceland"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"","":"""
"2008,""Iceland"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""40,8"""
"2008,""Iceland"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"","":"""
"2008,""Iceland"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"","":"""
"2008,""Norway"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""40,9"""
"2008,""Norway"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""38,6"""
"2008,""Norway"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""19,8"""
"2008,""Norway"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"",""31,6"""
"2008,""Norway"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"",""37,3"""
"2008,""Norway"",""Females"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"",""30,4"""
"2008,""Switzerland"",""Males"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"","":"""
"2008,""Switzerland"",""Males"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"","":"""
"2008,""Switzerland"",""Males"",""Tertiary education (levels 5-8)"",""From 20 to 64 years"",""Percentage of unemployment"","":"""
"2008,""Switzerland"",""Females"",""Less than primary, primary and lower secondary education (levels 0-2)"",""From 20 to 64 years"",""Percentage of unemployment"","":"""
"2008,""Switzerland"",""Females"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""From 20 to 64 years"",""Percentage of unemployment"","":"""
